ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10408558,HZ145498,02/08/2016 10:00:00 AM,002XX N COLUMBUS DR,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0114,001,42,32,05,1178300,1901989,2016,02/15/2016 03:50:01 PM,41.886370204,-87.620691199,"(41.886370204, -87.620691199)"
